banco_origem,dia,hora,dia_semana,valor,valor_acumulado_ate_hora,dias_desde_ultimo_batimento,faixa_batimento
COBwebRCBCONSUMER,2026-05-21,16,5,254.87,9682.11,22,basal
COBwebRCBCONSUMER,2026-05-21,17,5,0.0,9682.11,22,basal
COBwebRCBCONSUMER,2026-05-21,18,5,512.9,10195.01,22,basal
COBwebRCBCONSUMER,2026-05-21,19,5,0.0,10195.01,22,basal
COBwebRCBCONSUMER,2026-05-22,8,6,0.0,0.0,23,basal
COBwebRCBCONSUMER,2026-05-22,9,6,0.0,0.0,23,basal
COBwebRCBCONSUMER,2026-05-22,10,6,0.0,0.0,23,basal
COBwebRCBCONSUMER,2026-05-22,11,6,68.72,68.72,23,basal
COBwebRCBCONSUMER,2026-05-22,12,6,0.0,68.72,23,basal
COBwebRCBCONSUMER,2026-05-22,13,6,289.57,358.29,23,basal
COBwebRCBCONSUMER,2026-05-22,14,6,337.66,695.95,23,basal
COBwebRCBCONSUMER,2026-05-22,15,6,1142.7,1838.65,23,basal
COBwebRCBCONSUMER,2026-05-22,16,6,558.57,2397.22,23,basal
COBwebRCBCONSUMER,2026-05-22,17,6,378.42,2775.64,23,basal
COBwebRCBCONSUMER,2026-05-22,18,6,274.81,3050.45,23,basal
COBwebRCBCONSUMER,2026-05-22,19,6,0.0,3050.45,23,basal
COBwebRCBCONSUMER,2026-05-25,8,2,0.0,0.0,26,basal
COBwebRCBCONSUMER,2026-05-25,9,2,0.0,0.0,26,basal
COBwebRCBCONSUMER,2026-05-25,10,2,81.14,81.14,26,basal
COBwebRCBCONSUMER,2026-05-25,11,2,50.0,131.14,26,basal
COBwebRCBCONSUMER,2026-05-25,12,2,0.0,131.14,26,basal
COBwebRCBCONSUMER,2026-05-25,13,2,156.32,287.46,26,basal
COBwebRCBCONSUMER,2026-05-25,14,2,919.06,1206.52,26,basal
COBwebRCBCONSUMER,2026-05-25,15,2,0.0,1206.52,26,basal
COBwebRCBCONSUMER,2026-05-25,16,2,356.26,1562.78,26,basal
COBwebRCBCONSUMER,2026-05-25,17,2,0.0,1562.78,26,basal
COBwebRCBCONSUMER,2026-05-25,18,2,83.12,1645.9,26,basal
COBwebRCBCONSUMER,2026-05-25,19,2,0.0,1645.9,26,basal
COBwebRCBCONSUMER,2026-05-26,8,3,0.0,0.0,27,basal
COBwebRCBCONSUMER,2026-05-26,9,3,0.0,0.0,27,basal
COBwebRCBCONSUMER,2026-05-26,10,3,162.35,162.35,27,basal
COBwebRCBCONSUMER,2026-05-26,11,3,60.0,222.35,27,basal
COBwebRCBCONSUMER,2026-05-26,12,3,56.29,278.64,27,basal
COBwebRCBCONSUMER,2026-05-26,13,3,0.0,278.64,27,basal
COBwebRCBCONSUMER,2026-05-26,14,3,150.0,428.64,27,basal
COBwebRCBCONSUMER,2026-05-26,15,3,0.0,428.64,27,basal
COBwebRCBCONSUMER,2026-05-26,16,3,399.92,828.56,27,basal
COBwebRCBCONSUMER,2026-05-26,17,3,0.0,828.56,27,basal
COBwebRCBCONSUMER,2026-05-26,18,3,388.99,1217.55,27,basal
COBwebRCBCONSUMER,2026-05-26,19,3,0.0,1217.55,27,basal
COBwebRCBCONSUMER,2026-05-27,8,4,0.0,0.0,28,basal
COBwebRCBCONSUMER,2026-05-27,9,4,0.0,0.0,28,basal
COBwebRCBCONSUMER,2026-05-27,10,4,0.0,0.0,28,basal
COBwebRCBCONSUMER,2026-05-27,11,4,238.35,238.35,28,basal
COBwebRCBCONSUMER,2026-05-27,12,4,0.0,238.35,28,basal
COBwebRCBCONSUMER,2026-05-27,13,4,153.28,391.63,28,basal
COBwebRCBCONSUMER,2026-05-27,14,4,170.13,561.76,28,basal
COBwebRCBCONSUMER,2026-05-27,15,4,0.0,561.76,28,basal
COBwebRCBCONSUMER,2026-05-27,16,4,500.0,1061.76,28,basal
COBwebRCBCONSUMER,2026-05-27,17,4,350.0,1411.76,28,basal
COBwebRCBCONSUMER,2026-05-27,18,4,120.0,1531.76,28,basal
COBwebRCBCONSUMER,2026-05-27,19,4,0.0,1531.76,28,basal
COBwebRCBCONSUMER,2026-05-28,8,5,0.0,0.0,29,basal
COBwebRCBCONSUMER,2026-05-28,9,5,0.0,0.0,29,basal
COBwebRCBCONSUMER,2026-05-28,10,5,90.0,90.0,29,basal
COBwebRCBCONSUMER,2026-05-28,11,5,0.0,90.0,29,basal
COBwebRCBCONSUMER,2026-05-28,12,5,0.0,90.0,29,basal
COBwebRCBCONSUMER,2026-05-28,13,5,100.83,190.83,29,basal
COBwebRCBCONSUMER,2026-05-28,14,5,1241.14,1431.97,29,basal
COBwebRCBCONSUMER,2026-05-28,15,5,0.0,1431.97,29,basal
COBwebRCBCONSUMER,2026-05-28,16,5,0.0,1431.97,29,basal
COBwebRCBCONSUMER,2026-05-28,17,5,863.87,2295.84,29,basal
COBwebRCBCONSUMER,2026-05-28,18,5,100.0,2395.84,29,basal
COBwebRCBCONSUMER,2026-05-28,19,5,0.0,2395.84,29,basal
COBwebRCBCONSUMER,2026-05-29,8,6,300.0,300.0,30,basal
COBwebRCBCONSUMER,2026-05-29,9,6,120.0,420.0,30,basal
COBwebRCBCONSUMER,2026-05-29,10,6,0.0,420.0,30,basal
COBwebRCBCONSUMER,2026-05-29,11,6,0.0,420.0,30,basal
COBwebRCBCONSUMER,2026-05-29,12,6,81.72,501.72,30,basal
COBwebRCBCONSUMER,2026-05-29,13,6,0.0,501.72,30,basal
COBwebRCBCONSUMER,2026-05-29,14,6,310.0,811.72,30,basal
COBwebRCBCONSUMER,2026-05-29,15,6,0.0,811.72,30,basal
COBwebRCBCONSUMER,2026-05-29,16,6,1290.75,2102.47,30,basal
COBwebRCBCONSUMER,2026-05-29,17,6,333.23,2435.7,30,basal
COBwebRCBCONSUMER,2026-05-29,18,6,356.14,2791.84,30,basal
COBwebRCBCONSUMER,2026-05-29,19,6,0.0,2791.84,30,basal
COBwebRCBCONSUMER,2026-06-01,8,2,0.0,0.0,33,basal
COBwebRCBCONSUMER,2026-06-01,9,2,330.0,330.0,33,basal
COBwebRCBCONSUMER,2026-06-01,10,2,0.0,330.0,33,basal
COBwebRCBCONSUMER,2026-06-01,11,2,727.1,1057.1,33,basal
COBwebRCBCONSUMER,2026-06-01,12,2,10.18,1067.28,33,basal
COBwebRCBCONSUMER,2026-06-01,13,2,0.0,1067.28,33,basal
COBwebRCBCONSUMER,2026-06-01,14,2,0.0,1067.28,33,basal
COBwebRCBCONSUMER,2026-06-01,15,2,60.0,1127.28,33,basal
COBwebRCBCONSUMER,2026-06-01,16,2,0.0,1127.28,33,basal
COBwebRCBCONSUMER,2026-06-01,17,2,0.0,1127.28,33,basal
COBwebRCBCONSUMER,2026-06-01,18,2,167.09,1294.37,33,basal
COBwebRCBCONSUMER,2026-06-01,19,2,120.0,1414.37,33,basal
COBwebRCBCONSUMER,2026-06-02,8,3,0.0,0.0,34,basal
COBwebRCBCONSUMER,2026-06-02,9,3,0.0,0.0,34,basal
COBwebRCBCONSUMER,2026-06-02,10,3,300.0,300.0,34,basal
COBwebRCBCONSUMER,2026-06-02,11,3,0.0,300.0,34,basal
COBwebRCBCONSUMER,2026-06-02,12,3,148.65,448.65,34,basal
COBwebRCBCONSUMER,2026-06-02,13,3,0.0,448.65,34,basal
COBwebRCBCONSUMER,2026-06-02,14,3,136.04,584.69,34,basal
COBwebRCBCONSUMER,2026-06-02,15,3,1747.42,2332.11,34,basal
COBwebRCBCONSUMER,2026-06-02,16,3,330.0,2662.11,34,basal
COBwebRCBCONSUMER,2026-06-02,17,3,0.0,2662.11,34,basal
COBwebRCBCONSUMER,2026-06-02,18,3,338.74,3000.85,34,basal
COBwebRCBCONSUMER,2026-06-02,19,3,0.0,3000.85,34,basal
COBwebRCBCONSUMER,2026-06-03,8,4,0.0,0.0,35,basal
COBwebRCBCONSUMER,2026-06-03,9,4,0.0,0.0,35,basal
COBwebRCBCONSUMER,2026-06-03,10,4,0.0,0.0,35,basal
COBwebRCBCONSUMER,2026-06-03,11,4,0.0,0.0,35,basal
COBwebRCBCONSUMER,2026-06-03,12,4,100.0,100.0,35,basal
COBwebRCBCONSUMER,2026-06-03,13,4,0.0,100.0,35,basal
COBwebRCBCONSUMER,2026-06-03,14,4,0.0,100.0,35,basal
COBwebRCBCONSUMER,2026-06-03,15,4,1407.76,1507.76,35,basal
COBwebRCBCONSUMER,2026-06-03,16,4,140.78,1648.54,35,basal
COBwebRCBCONSUMER,2026-06-03,17,4,750.0,2398.54,35,basal
COBwebRCBCONSUMER,2026-06-03,18,4,666.66,3065.2,35,basal
COBwebRCBCONSUMER,2026-06-03,19,4,528.14,3593.34,35,basal
COBwebRCBCONSUMER,2026-06-04,8,5,0.0,0.0,36,basal
COBwebRCBCONSUMER,2026-06-04,9,5,0.0,0.0,36,basal
COBwebRCBCONSUMER,2026-06-04,10,5,0.0,0.0,36,basal
COBwebRCBCONSUMER,2026-06-04,11,5,0.0,0.0,36,basal
COBwebRCBCONSUMER,2026-06-04,12,5,0.0,0.0,36,basal
COBwebRCBCONSUMER,2026-06-04,13,5,0.0,0.0,36,basal
COBwebRCBCONSUMER,2026-06-04,14,5,0.0,0.0,36,basal
COBwebRCBCONSUMER,2026-06-04,15,5,0.0,0.0,36,basal
COBwebRCBCONSUMER,2026-06-04,16,5,0.0,0.0,36,basal
COBwebRCBCONSUMER,2026-06-04,17,5,0.0,0.0,36,basal
COBwebRCBCONSUMER,2026-06-04,18,5,0.0,0.0,36,basal
COBwebRCBCONSUMER,2026-06-04,19,5,0.0,0.0,36,basal
COBwebRCBCONSUMER,2026-06-05,8,6,115.0,115.0,37,basal
COBwebRCBCONSUMER,2026-06-05,9,6,0.0,115.0,37,basal
COBwebRCBCONSUMER,2026-06-05,10,6,0.0,115.0,37,basal
COBwebRCBCONSUMER,2026-06-05,11,6,0.0,115.0,37,basal
COBwebRCBCONSUMER,2026-06-05,12,6,234.51,349.51,37,basal
COBwebRCBCONSUMER,2026-06-05,13,6,2610.11,2959.62,37,basal
COBwebRCBCONSUMER,2026-06-05,14,6,542.19,3501.81,37,basal
COBwebRCBCONSUMER,2026-06-05,15,6,0.0,3501.81,37,basal
COBwebRCBCONSUMER,2026-06-05,16,6,0.0,3501.81,37,basal
COBwebRCBCONSUMER,2026-06-05,17,6,0.0,3501.81,37,basal
COBwebRCBCONSUMER,2026-06-05,18,6,0.0,3501.81,37,basal
COBwebRCBCONSUMER,2026-06-05,19,6,0.0,3501.81,37,basal
COBwebRCBCONSUMER,2026-06-08,8,2,0.0,0.0,40,basal
COBwebRCBCONSUMER,2026-06-08,9,2,0.0,0.0,40,basal
COBwebRCBCONSUMER,2026-06-08,10,2,0.0,0.0,40,basal
COBwebRCBCONSUMER,2026-06-08,11,2,0.0,0.0,40,basal
COBwebRCBCONSUMER,2026-06-08,12,2,0.0,0.0,40,basal
COBwebRCBCONSUMER,2026-06-08,13,2,0.0,0.0,40,basal
COBwebRCBCONSUMER,2026-06-08,14,2,341.32,341.32,40,basal
COBwebRCBCONSUMER,2026-06-08,15,2,57.5,398.82,40,basal
COBwebRCBCONSUMER,2026-06-08,16,2,0.0,398.82,40,basal
COBwebRCBCONSUMER,2026-06-08,17,2,0.0,398.82,40,basal
COBwebRCBCONSUMER,2026-06-08,18,2,0.0,398.82,40,basal
COBwebRCBCONSUMER,2026-06-08,19,2,0.0,398.82,40,basal
COBwebRCBCONSUMER,2026-06-09,8,3,0.0,0.0,41,basal
COBwebRCBCONSUMER,2026-06-09,9,3,0.0,0.0,41,basal
COBwebRCBCONSUMER,2026-06-09,10,3,0.0,0.0,41,basal
COBwebRCBCONSUMER,2026-06-09,11,3,0.0,0.0,41,basal
COBwebRCBCONSUMER,2026-06-09,12,3,0.0,0.0,41,basal
COBwebRCBCONSUMER,2026-06-09,13,3,67.5,67.5,41,basal
COBwebRCBCONSUMER,2026-06-09,14,3,196.32,263.82,41,basal
COBwebRCBCONSUMER,2026-06-09,15,3,300.0,563.82,41,basal
COBwebRCBCONSUMER,2026-06-09,16,3,983.81,1547.63,41,basal
COBwebRCBCONSUMER,2026-06-09,17,3,196.69,1744.32,41,basal
COBwebRCBCONSUMER,2026-06-09,18,3,30.38,1774.7,41,basal
COBwebRCBCONSUMER,2026-06-09,19,3,104.52,1879.22,41,basal
COBwebRCBCONSUMER,2026-06-10,8,4,0.0,0.0,42,basal
COBwebRCBCONSUMER,2026-06-10,9,4,50.55,50.55,42,basal
COBwebRCBCONSUMER,2026-06-10,10,4,0.0,50.55,42,basal
COBwebRCBCONSUMER,2026-06-10,11,4,0.0,50.55,42,basal
COBwebRCBCONSUMER,2026-06-10,12,4,516.07,566.62,42,basal
COBwebRCBCONSUMER,2026-06-10,13,4,0.0,566.62,42,basal
COBwebRCBCONSUMER,2026-06-10,14,4,400.0,966.62,42,basal
COBwebRCBCONSUMER,2026-06-10,15,4,0.0,966.62,42,basal
COBwebRCBCONSUMER,2026-06-10,16,4,118.59,1085.21,42,basal
COBwebRCBCONSUMER,2026-06-10,17,4,60.0,1145.21,42,basal
COBwebRCBCONSUMER,2026-06-10,18,4,0.0,1145.21,42,basal
COBwebRCBCONSUMER,2026-06-10,19,4,0.0,1145.21,42,basal
COBwebRCBCONSUMER,2026-06-11,8,5,0.0,0.0,43,basal
COBwebRCBCONSUMER,2026-06-11,9,5,0.0,0.0,43,basal
COBwebRCBCONSUMER,2026-06-11,10,5,185.59,185.59,43,basal
COBwebRCBCONSUMER,2026-06-11,11,5,760.74,946.33,43,basal
COBwebRCBCONSUMER,2026-06-11,12,5,0.0,946.33,43,basal
COBwebRCBCONSUMER,2026-06-11,13,5,0.0,946.33,43,basal
COBwebRCBCONSUMER,2026-06-11,14,5,0.0,946.33,43,basal
COBwebRCBCONSUMER,2026-06-11,15,5,317.55,1263.88,43,basal
COBwebRCBCONSUMER,2026-06-11,16,5,5201.75,6465.63,43,basal
COBwebRCBCONSUMER,2026-06-11,17,5,136.81,6602.44,43,basal
COBwebRCBCONSUMER,2026-06-11,18,5,118.64,6721.08,43,basal
COBwebRCBCONSUMER,2026-06-11,19,5,0.0,6721.08,43,basal
COBwebRCBCONSUMER,2026-06-12,8,6,0.0,0.0,44,basal
COBwebRCBCONSUMER,2026-06-12,9,6,0.0,0.0,44,basal
COBwebRCBCONSUMER,2026-06-12,10,6,0.0,0.0,44,basal
COBwebRCBCONSUMER,2026-06-12,11,6,0.0,0.0,44,basal
COBwebRCBCONSUMER,2026-06-12,12,6,0.0,0.0,44,basal
COBwebRCBCONSUMER,2026-06-12,13,6,0.0,0.0,44,basal
COBwebRCBCONSUMER,2026-06-12,14,6,1315.66,1315.66,44,basal
COBwebRCBCONSUMER,2026-06-12,15,6,0.0,1315.66,44,basal
COBwebRCBCONSUMER,2026-06-12,16,6,528.38,1844.04,44,basal
COBwebRCBCONSUMER,2026-06-12,17,6,1526.17,3370.21,44,basal
COBwebRCBCONSUMER,2026-06-12,18,6,0.0,3370.21,44,basal
COBwebRCBCONSUMER,2026-06-12,19,6,906.91,4277.12,44,basal
COBwebRCBCONSUMER,2026-06-15,8,2,0.0,0.0,47,basal
COBwebRCBCONSUMER,2026-06-15,9,2,0.0,0.0,47,basal
COBwebRCBCONSUMER,2026-06-15,10,2,0.0,0.0,47,basal
COBwebRCBCONSUMER,2026-06-15,11,2,600.0,600.0,47,basal
COBwebRCBCONSUMER,2026-06-15,12,2,137.76,737.76,47,basal
COBwebRCBCONSUMER,2026-06-15,13,2,0.0,737.76,47,basal
COBwebRCBCONSUMER,2026-06-15,14,2,0.0,737.76,47,basal
COBwebRCBCONSUMER,2026-06-15,15,2,150.0,887.76,47,basal
COBwebRCBCONSUMER,2026-06-15,16,2,192.19,1079.95,47,basal
COBwebRCBCONSUMER,2026-06-15,17,2,0.0,1079.95,47,basal
COBwebRCBCONSUMER,2026-06-15,18,2,0.0,1079.95,47,basal
COBwebRCBCONSUMER,2026-06-15,19,2,0.0,1079.95,47,basal
COBwebRCBCONSUMER,2026-06-16,8,3,0.0,0.0,48,basal
COBwebRCBCONSUMER,2026-06-16,9,3,0.0,0.0,48,basal
COBwebRCBCONSUMER,2026-06-16,10,3,0.0,0.0,48,basal
COBwebRCBCONSUMER,2026-06-16,11,3,0.0,0.0,48,basal
COBwebRCBCONSUMER,2026-06-16,12,3,0.0,0.0,48,basal
COBwebRCBCONSUMER,2026-06-16,13,3,274.29,274.29,48,basal
COBwebRCBCONSUMER,2026-06-16,14,3,174.44,448.73,48,basal
COBwebRCBCONSUMER,2026-06-16,15,3,457.0,905.73,48,basal
COBwebRCBCONSUMER,2026-06-16,16,3,0.0,905.73,48,basal
COBwebRCBCONSUMER,2026-06-16,17,3,0.0,905.73,48,basal
COBwebRCBCONSUMER,2026-06-16,18,3,0.0,905.73,48,basal
COBwebRCBCONSUMER,2026-06-16,19,3,0.0,905.73,48,basal
COBwebRCBCONSUMER,2026-06-17,8,4,0.0,0.0,49,basal
COBwebRCBCONSUMER,2026-06-17,9,4,0.0,0.0,49,basal
COBwebRCBCONSUMER,2026-06-17,10,4,0.0,0.0,49,basal
COBwebRCBCONSUMER,2026-06-17,11,4,0.0,0.0,49,basal
COBwebRCBCONSUMER,2026-06-17,12,4,0.0,0.0,49,basal
COBwebRCBCONSUMER,2026-06-17,13,4,0.0,0.0,49,basal
COBwebRCBCONSUMER,2026-06-17,14,4,0.0,0.0,49,basal
COBwebRCBCONSUMER,2026-06-17,15,4,321.61,321.61,49,basal
COBwebRCBCONSUMER,2026-06-17,16,4,0.0,321.61,49,basal
COBwebRCBCONSUMER,2026-06-17,17,4,3327.28,3648.89,49,basal
COBwebRCBCONSUMER,2026-06-17,18,4,0.0,3648.89,49,basal
COBwebRCBCONSUMER,2026-06-17,19,4,0.0,3648.89,49,basal
COBwebRCBCONSUMER,2026-06-18,8,5,0.0,0.0,50,basal
COBwebRCBCONSUMER,2026-06-18,9,5,0.0,0.0,50,basal
COBwebRCBCONSUMER,2026-06-18,10,5,0.0,0.0,50,basal
COBwebRCBCONSUMER,2026-06-18,11,5,186.0,186.0,50,basal
COBwebRCBCONSUMER,2026-06-18,12,5,0.0,186.0,50,basal
COBwebRCBCONSUMER,2026-06-18,13,5,300.0,486.0,50,basal
COBwebRCBCONSUMER,2026-06-18,14,5,0.0,486.0,50,basal
COBwebRCBCONSUMER,2026-06-18,15,5,0.0,486.0,50,basal
COBwebRCBCONSUMER,2026-06-18,16,5,0.0,486.0,50,basal
COBwebRCBCONSUMER,2026-06-18,17,5,0.0,486.0,50,basal
COBwebRCBCONSUMER,2026-06-18,18,5,0.0,486.0,50,basal
COBwebRCBCONSUMER,2026-06-18,19,5,309.16,795.16,50,basal
COBwebRCBCONSUMER,2026-06-19,8,6,0.0,0.0,51,basal
COBwebRCBCONSUMER,2026-06-19,9,6,665.81,665.81,51,basal
COBwebRCBCONSUMER,2026-06-19,10,6,0.0,665.81,51,basal
COBwebRCBCONSUMER,2026-06-19,11,6,0.0,665.81,51,basal
COBwebRCBCONSUMER,2026-06-19,12,6,0.0,665.81,51,basal
COBwebRCBCONSUMER,2026-06-19,13,6,0.0,665.81,51,basal
COBwebRCBCONSUMER,2026-06-19,14,6,0.0,665.81,51,basal
COBwebRCBCONSUMER,2026-06-19,15,6,1000.0,1665.81,51,basal
COBwebRCBCONSUMER,2026-06-19,16,6,203.99,1869.8,51,basal
COBwebRCBCONSUMER,2026-06-19,17,6,53.82,1923.62,51,basal
COBwebRCBCONSUMER,2026-06-19,18,6,0.0,1923.62,51,basal
COBwebRCBCONSUMER,2026-06-19,19,6,0.0,1923.62,51,basal
COBwebRCBCONSUMER,2026-06-22,8,2,0.0,0.0,54,basal
COBwebRCBCONSUMER,2026-06-22,9,2,0.0,0.0,54,basal
COBwebRCBCONSUMER,2026-06-22,10,2,0.0,0.0,54,basal
COBwebRCBCONSUMER,2026-06-22,11,2,0.0,0.0,54,basal
COBwebRCBCONSUMER,2026-06-22,12,2,0.0,0.0,54,basal
COBwebRCBCONSUMER,2026-06-22,13,2,0.0,0.0,54,basal
COBwebRCBCONSUMER,2026-06-22,14,2,0.0,0.0,54,basal
COBwebRCBCONSUMER,2026-06-22,15,2,127.94,127.94,54,basal
COBwebRCBCONSUMER,2026-06-22,16,2,614.56,742.5,54,basal
COBwebRCBCONSUMER,2026-06-22,17,2,100.0,842.5,54,basal
COBwebRCBCONSUMER,2026-06-22,18,2,192.73,1035.23,54,basal
COBwebRCBCONSUMER,2026-06-22,19,2,0.0,1035.23,54,basal
COBwebRCBCONSUMER,2026-06-23,8,3,0.0,0.0,55,basal
COBwebRCBCONSUMER,2026-06-23,9,3,199.98,199.98,55,basal
COBwebRCBCONSUMER,2026-06-23,10,3,75.23,275.21,55,basal
COBwebRCBCONSUMER,2026-06-23,11,3,0.0,275.21,55,basal
COBwebRCBCONSUMER,2026-06-23,12,3,0.0,275.21,55,basal
COBwebRCBCONSUMER,2026-06-23,13,3,0.0,275.21,55,basal
COBwebRCBCONSUMER,2026-06-23,14,3,0.0,275.21,55,basal
COBwebRCBCONSUMER,2026-06-23,15,3,165.2,440.41,55,basal
COBwebRCBCONSUMER,2026-06-23,16,3,184.58,624.99,55,basal
COBwebRCBCONSUMER,2026-06-23,17,3,132.98,757.97,55,basal
COBwebRCBCONSUMER,2026-06-23,18,3,0.0,757.97,55,basal
COBwebRCBCONSUMER,2026-06-23,19,3,0.0,757.97,55,basal
COBwebRCBCONSUMER,2026-06-24,8,4,0.0,0.0,56,basal
COBwebRCBCONSUMER,2026-06-24,9,4,0.0,0.0,56,basal
COBwebRCBCONSUMER,2026-06-24,10,4,0.0,0.0,56,basal
COBwebRCBCONSUMER,2026-06-24,11,4,0.0,0.0,56,basal
COBwebRCBCONSUMER,2026-06-24,12,4,0.0,0.0,56,basal
COBwebRCBCONSUMER,2026-06-24,13,4,0.0,0.0,56,basal
COBwebRCBCONSUMER,2026-06-24,14,4,326.71,326.71,56,basal
COBwebRCBCONSUMER,2026-06-24,15,4,0.0,326.71,56,basal
COBwebRCBCONSUMER,2026-06-24,16,4,607.36,934.07,56,basal
COBwebRCBCONSUMER,2026-06-24,17,4,0.0,934.07,56,basal
COBwebRCBCONSUMER,2026-06-24,18,4,0.0,934.07,56,basal
COBwebRCBCONSUMER,2026-06-24,19,4,0.0,934.07,56,basal
COBwebRCBCONSUMER,2026-06-25,8,5,0.0,0.0,57,basal
COBwebRCBCONSUMER,2026-06-25,9,5,0.0,0.0,57,basal
COBwebRCBCONSUMER,2026-06-25,10,5,0.0,0.0,57,basal
COBwebRCBCONSUMER,2026-06-25,11,5,0.0,0.0,57,basal
COBwebRCBCONSUMER,2026-06-25,12,5,0.0,0.0,57,basal
COBwebRCBCONSUMER,2026-06-25,13,5,0.0,0.0,57,basal
COBwebRCBCONSUMER,2026-06-25,14,5,418.36,418.36,57,basal
COBwebRCBCONSUMER,2026-06-25,15,5,0.0,418.36,57,basal
COBwebRCBCONSUMER,2026-06-25,16,5,0.0,418.36,57,basal
COBwebRCBCONSUMER,2026-06-25,17,5,449.08,867.44,57,basal
COBwebRCBCONSUMER,2026-06-25,18,5,245.57,1113.01,57,basal
COBwebRCBCONSUMER,2026-06-25,19,5,128.46,1241.47,57,basal
COBwebRCBCONSUMER,2026-06-26,8,6,352.03,352.03,58,basal
COBwebRCBCONSUMER,2026-06-26,9,6,257.46,609.49,58,basal
COBwebRCBCONSUMER,2026-06-26,10,6,0.0,609.49,58,basal
COBwebRCBCONSUMER,2026-06-26,11,6,0.0,609.49,58,basal
COBwebRCBCONSUMER,2026-06-26,12,6,0.0,609.49,58,basal
COBwebRCBCONSUMER,2026-06-26,13,6,193.54,803.03,58,basal
COBwebRCBCONSUMER,2026-06-26,14,6,300.0,1103.03,58,basal
COBwebRCBCONSUMER,2026-06-26,15,6,0.0,1103.03,58,basal
COBwebRCBCONSUMER,2026-06-26,16,6,0.0,1103.03,58,basal
COBwebRCBCONSUMER,2026-06-26,17,6,0.0,1103.03,58,basal
COBwebRCBCONSUMER,2026-06-26,18,6,0.0,1103.03,58,basal
COBwebRCBCONSUMER,2026-06-26,19,6,0.0,1103.03,58,basal
COBwebRCBCONSUMER,2026-06-29,8,2,0.0,0.0,61,basal
COBwebRCBCONSUMER,2026-06-29,9,2,1220.32,1220.32,61,basal
COBwebRCBCONSUMER,2026-06-29,10,2,653.55,1873.87,61,basal
COBwebRCBCONSUMER,2026-06-29,11,2,87.66,1961.53,61,basal
COBwebRCBCONSUMER,2026-06-29,12,2,1580.01,3541.54,61,basal
COBwebRCBCONSUMER,2026-06-29,13,2,195.8,3737.34,61,basal
COBwebRCBCONSUMER,2026-06-29,14,2,0.0,3737.34,61,basal
COBwebRCBCONSUMER,2026-06-29,15,2,103.0,3840.34,61,basal
COBwebRCBCONSUMER,2026-06-29,16,2,0.0,3840.34,61,basal
COBwebRCBCONSUMER,2026-06-29,17,2,0.0,3840.34,61,basal
COBwebRCBCONSUMER,2026-06-29,18,2,0.0,3840.34,61,basal
COBwebRCBCONSUMER,2026-06-29,19,2,0.0,3840.34,61,basal
COBwebRCBCONSUMER,2026-06-30,8,3,1472.27,1472.27,62,basal
COBwebRCBCONSUMER,2026-06-30,9,3,0.0,1472.27,62,basal
COBwebRCBCONSUMER,2026-06-30,10,3,234.41,1706.68,62,basal
COBwebRCBCONSUMER,2026-06-30,11,3,0.0,1706.68,62,basal
COBwebRCBCONSUMER,2026-06-30,12,3,0.0,1706.68,62,basal
COBwebRCBCONSUMER,2026-06-30,13,3,286.45,1993.13,62,basal
COBwebRCBCONSUMER,2026-06-30,14,3,0.0,1993.13,62,basal
COBwebRCBCONSUMER,2026-06-30,15,3,0.0,1993.13,62,basal
COBwebRCBCONSUMER,2026-06-30,16,3,0.0,1993.13,62,basal
COBwebRCBCONSUMER,2026-06-30,17,3,0.0,1993.13,62,basal
COBwebRCBCONSUMER,2026-06-30,18,3,0.0,1993.13,62,basal
COBwebRCBCONSUMER,2026-06-30,19,3,0.0,1993.13,62,basal
COBwebRCBCONSUMER,2026-07-01,8,4,60.0,60.0,63,basal
COBwebRCBCONSUMER,2026-07-01,9,4,0.0,60.0,63,basal
COBwebRCBCONSUMER,2026-07-01,10,4,0.0,60.0,63,basal
COBwebRCBCONSUMER,2026-07-01,11,4,0.0,60.0,63,basal
COBwebRCBCONSUMER,2026-07-01,12,4,0.0,60.0,63,basal
COBwebRCBCONSUMER,2026-07-01,13,4,0.0,60.0,63,basal
COBwebRCBCONSUMER,2026-07-01,14,4,563.29,623.29,63,basal
COBwebRCBCONSUMER,2026-07-01,15,4,121.85,745.14,63,basal
COBwebRCBCONSUMER,2026-07-01,16,4,0.0,745.14,63,basal
COBwebRCBCONSUMER,2026-07-01,17,4,0.0,745.14,63,basal
COBwebRCBCONSUMER,2026-07-01,18,4,0.0,745.14,63,basal
COBwebRCBCONSUMER,2026-07-01,19,4,0.0,745.14,63,basal
COBwebRCBCONSUMER,2026-07-02,8,5,1914.11,1914.11,64,basal
COBwebRCBCONSUMER,2026-07-02,9,5,0.0,1914.11,64,basal
COBwebRCBCONSUMER,2026-07-02,10,5,0.0,1914.11,64,basal
COBwebRCBCONSUMER,2026-07-02,11,5,471.1,2385.21,64,basal
COBwebRCBCONSUMER,2026-07-02,12,5,0.0,2385.21,64,basal
COBwebRCBCONSUMER,2026-07-02,13,5,0.0,2385.21,64,basal
COBwebRCBCONSUMER,2026-07-02,14,5,308.07,2693.28,64,basal
COBwebRCBCONSUMER,2026-07-02,15,5,1007.73,3701.01,64,basal
COBwebRCBCONSUMER,2026-07-02,16,5,0.0,3701.01,64,basal
COBwebRCBCONSUMER,2026-07-02,17,5,200.0,3901.01,64,basal
COBwebRCBCONSUMER,2026-07-02,18,5,0.0,3901.01,64,basal
